country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Czech Republic,Europe,2002,75.51,10256295,17596.210219999997,CZE,203
Czech Republic,Europe,2007,76.486,10228744,22833.30851,CZE,203
Denmark,Europe,1952,70.78,4334000,9692.385245,DNK,208
Denmark,Europe,1957,71.81,4487831,11099.65935,DNK,208
Denmark,Europe,1962,72.35,4646899,13583.31351,DNK,208
Denmark,Europe,1967,72.96,4838800,15937.21123,DNK,208
Denmark,Europe,1972,73.47,4991596,18866.20721,DNK,208
Denmark,Europe,1977,74.69,5088419,20422.9015,DNK,208
Denmark,Europe,1982,74.63,5117810,21688.04048,DNK,208
Denmark,Europe,1987,74.8,5127024,25116.17581,DNK,208
Denmark,Europe,1992,75.33,5171393,26406.73985,DNK,208
Denmark,Europe,1997,76.11,5283663,29804.34567,DNK,208
Denmark,Europe,2002,77.18,5374693,32166.500060000002,DNK,208
Denmark,Europe,2007,78.332,5468120,35278.41874,DNK,208
Djibouti,Africa,1952,34.812,63149,2669.529475,DJI,262
Djibouti,Africa,1957,37.328,71851,2864.9690760000003,DJI,262
Djibouti,Africa,1962,39.693000000000005,89898,3020.989263,DJI,262
Djibouti,Africa,1967,42.074,127617,3020.0505129999997,DJI,262
Djibouti,Africa,1972,44.36600000000001,178848,3694.2123520000005,DJI,262
Djibouti,Africa,1977,46.519,228694,3081.7610219999997,DJI,262
Djibouti,Africa,1982,48.812,305991,2879.4680670000002,DJI,262
Djibouti,Africa,1987,50.04,311025,2880.102568,DJI,262
Djibouti,Africa,1992,51.604,384156,2377.1561920000004,DJI,262
Djibouti,Africa,1997,53.157,417908,1895.016984,DJI,262
Djibouti,Africa,2002,53.373000000000005,447416,1908.2608670000002,DJI,262
Djibouti,Africa,2007,54.791000000000004,496374,2082.4815670000003,DJI,262
Dominican Republic,Americas,1952,45.928000000000004,2491346,1397.7171369999999,DOM,214
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,DOM,214
Dominican Republic,Americas,1962,53.458999999999996,3453434,1662.137359,DOM,214
Dominican Republic,Americas,1967,56.751000000000005,4049146,1653.7230029999998,DOM,214
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,DOM,214
Dominican Republic,Americas,1977,61.788000000000004,5302800,2681.9889,DOM,214
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,DOM,214
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,DOM,214
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,DOM,214
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,DOM,214
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,DOM,214
Dominican Republic,Americas,2007,72.235,9319622,6025.374752000001,DOM,214
Ecuador,Americas,1952,48.357,3548753,3522.110717,ECU,218
Ecuador,Americas,1957,51.356,4058385,3780.5466509999997,ECU,218
Ecuador,Americas,1962,54.64,4681707,4086.114078,ECU,218
Ecuador,Americas,1967,56.678000000000004,5432424,4579.074215,ECU,218
Ecuador,Americas,1972,58.79600000000001,6298651,5280.99471,ECU,218
Ecuador,Americas,1977,61.31,7278866,6679.62326,ECU,218
Ecuador,Americas,1982,64.342,8365850,7213.7912670000005,ECU,218
Ecuador,Americas,1987,67.23100000000001,9545158,6481.776993,ECU,218
Ecuador,Americas,1992,69.613,10748394,7103.702595000001,ECU,218
Ecuador,Americas,1997,72.312,11911819,7429.455876999999,ECU,218
Ecuador,Americas,2002,74.173,12921234,5773.0445119999995,ECU,218
Ecuador,Americas,2007,74.994,13755680,6873.262326000001,ECU,218
Egypt,Africa,1952,41.893,22223309,1418.822445,EGY,818
Egypt,Africa,1957,44.443999999999996,25009741,1458.915272,EGY,818
Egypt,Africa,1962,46.992,28173309,1693.335853,EGY,818
Egypt,Africa,1967,49.293,31681188,1814.880728,EGY,818
Egypt,Africa,1972,51.137,34807417,2024.0081469999998,EGY,818
Egypt,Africa,1977,53.318999999999996,38783863,2785.493582,EGY,818
Egypt,Africa,1982,56.006,45681811,3503.729636,EGY,818
Egypt,Africa,1987,59.797,52799062,3885.4607100000003,EGY,818
Egypt,Africa,1992,63.674,59402198,3794.755195,EGY,818
Egypt,Africa,1997,67.217,66134291,4173.181797,EGY,818
Egypt,Africa,2002,69.806,73312559,4754.604414,EGY,818
Egypt,Africa,2007,71.33800000000001,80264543,5581.180998,EGY,818
El Salvador,Americas,1952,45.262,2042865,3048.3029,SLV,222
El Salvador,Americas,1957,48.57,2355805,3421.523218,SLV,222
El Salvador,Americas,1962,52.306999999999995,2747687,3776.8036270000002,SLV,222
El Salvador,Americas,1967,55.855,3232927,4358.595393,SLV,222
El Salvador,Americas,1972,58.207,3790903,4520.246008,SLV,222
El Salvador,Americas,1977,56.696000000000005,4282586,5138.922374,SLV,222
El Salvador,Americas,1982,56.604,4474873,4098.344175,SLV,222
El Salvador,Americas,1987,63.153999999999996,4842194,4140.442097,SLV,222
El Salvador,Americas,1992,66.798,5274649,4444.2317,SLV,222
El Salvador,Americas,1997,69.535,5783439,5154.825496,SLV,222
El Salvador,Americas,2002,70.734,6353681,5351.568665999999,SLV,222
El Salvador,Americas,2007,71.878,6939688,5728.353514,SLV,222
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,GNQ,226
Equatorial Guinea,Africa,1957,35.983000000000004,232922,426.0964081,GNQ,226
Equatorial Guinea,Africa,1962,37.485,249220,582.8419713999999,GNQ,226
Equatorial Guinea,Africa,1967,38.986999999999995,259864,915.5960025,GNQ,226
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,GNQ,226
Equatorial Guinea,Africa,1977,42.023999999999994,192675,958.5668124,GNQ,226
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427000001,GNQ,226
Equatorial Guinea,Africa,1987,45.663999999999994,341244,966.8968149,GNQ,226
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,GNQ,226
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,GNQ,226
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,GNQ,226
Equatorial Guinea,Africa,2007,51.57899999999999,551201,12154.08975,GNQ,226
Eritrea,Africa,1952,35.928000000000004,1438760,328.94055710000004,ERI,232
Eritrea,Africa,1957,38.047,1542611,344.16188589999996,ERI,232
Eritrea,Africa,1962,40.158,1666618,380.99584330000005,ERI,232
Eritrea,Africa,1967,42.18899999999999,1820319,468.7949699,ERI,232
Eritrea,Africa,1972,44.141999999999996,2260187,514.3242081999999,ERI,232
Eritrea,Africa,1977,44.535,2512642,505.7538077,ERI,232
Eritrea,Africa,1982,43.89,2637297,524.8758493,ERI,232
Eritrea,Africa,1987,46.453,2915959,521.1341333,ERI,232
Eritrea,Africa,1992,49.99100000000001,3668440,582.8585102000001,ERI,232
Eritrea,Africa,1997,53.378,4058319,913.4707900000001,ERI,232
Eritrea,Africa,2002,55.24,4414865,765.3500015,ERI,232
Eritrea,Africa,2007,58.04,4906585,641.3695236000001,ERI,232
Ethiopia,Africa,1952,34.078,20860941,362.1462796,ETH,231
Ethiopia,Africa,1957,36.667,22815614,378.90416319999997,ETH,231
Ethiopia,Africa,1962,40.059,25145372,419.4564161,ETH,231
Ethiopia,Africa,1967,42.115,27860297,516.1186438,ETH,231
Ethiopia,Africa,1972,43.515,30770372,566.2439442000001,ETH,231
Ethiopia,Africa,1977,44.51,34617799,556.8083834,ETH,231
Ethiopia,Africa,1982,44.916000000000004,38111756,577.8607471,ETH,231
Ethiopia,Africa,1987,46.684,42999530,573.7413142000001,ETH,231
Ethiopia,Africa,1992,48.091,52088559,421.3534653,ETH,231
Ethiopia,Africa,1997,49.402,59861301,515.8894013,ETH,231
Ethiopia,Africa,2002,50.725,67946797,530.0535319,ETH,231
Ethiopia,Africa,2007,52.946999999999996,76511887,690.8055759,ETH,231
Finland,Europe,1952,66.55,4090500,6424.519071,FIN,246
Finland,Europe,1957,67.49,4324000,7545.415386,FIN,246
Finland,Europe,1962,68.75,4491443,9371.842561,FIN,246
Finland,Europe,1967,69.83,4605744,10921.63626,FIN,246
Finland,Europe,1972,70.87,4639657,14358.8759,FIN,246
Finland,Europe,1977,72.52,4738902,15605.422830000001,FIN,246
Finland,Europe,1982,74.55,4826933,18533.15761,FIN,246
Finland,Europe,1987,74.83,4931729,21141.01223,FIN,246
Finland,Europe,1992,75.7,5041039,20647.16499,FIN,246
Finland,Europe,1997,77.13,5134406,23723.9502,FIN,246
Finland,Europe,2002,78.37,5193039,28204.59057,FIN,246
Finland,Europe,2007,79.313,5238460,33207.0844,FIN,246
France,Europe,1952,67.41,42459667,7029.809327,FRA,250
France,Europe,1957,68.93,44310863,8662.834898000001,FRA,250
France,Europe,1962,70.51,47124000,10560.48553,FRA,250
France,Europe,1967,71.55,49569000,12999.91766,FRA,250
France,Europe,1972,72.38,51732000,16107.19171,FRA,250
France,Europe,1977,73.83,53165019,18292.635140000002,FRA,250
France,Europe,1982,74.89,54433565,20293.89746,FRA,250
France,Europe,1987,76.34,55630100,22066.44214,FRA,250
France,Europe,1992,77.46,57374179,24703.79615,FRA,250
France,Europe,1997,78.64,58623428,25889.78487,FRA,250
France,Europe,2002,79.59,59925035,28926.032339999998,FRA,250
France,Europe,2007,80.657,61083916,30470.0167,FRA,250
Gabon,Africa,1952,37.003,420702,4293.476475,GAB,266
Gabon,Africa,1957,38.999,434904,4976.198099,GAB,266
Gabon,Africa,1962,40.489000000000004,455661,6631.4592219999995,GAB,266
Gabon,Africa,1967,44.598,489004,8358.761987,GAB,266
Gabon,Africa,1972,48.69,537977,11401.948409999999,GAB,266
Gabon,Africa,1977,52.79,706367,21745.57328,GAB,266
Gabon,Africa,1982,56.56399999999999,753874,15113.36194,GAB,266
Gabon,Africa,1987,60.19,880397,11864.408440000001,GAB,266
Gabon,Africa,1992,61.36600000000001,985739,13522.157519999999,GAB,266
Gabon,Africa,1997,60.461000000000006,1126189,14722.841880000002,GAB,266
Gabon,Africa,2002,56.761,1299304,12521.71392,GAB,266
Gabon,Africa,2007,56.735,1454867,13206.48452,GAB,266
Gambia,Africa,1952,30.0,284320,485.2306591,GMB,270
Gambia,Africa,1957,32.065,323150,520.9267111,GMB,270
Gambia,Africa,1962,33.896,374020,599.650276,GMB,270
Gambia,Africa,1967,35.857,439593,734.7829124,GMB,270
Gambia,Africa,1972,38.308,517101,756.0868363,GMB,270
Gambia,Africa,1977,41.842,608274,884.7552507000001,GMB,270
Gambia,Africa,1982,45.58,715523,835.8096107999999,GMB,270
Gambia,Africa,1987,49.265,848406,611.6588611000001,GMB,270
Gambia,Africa,1992,52.644,1025384,665.6244126,GMB,270
Gambia,Africa,1997,55.861000000000004,1235767,653.7301704,GMB,270
Gambia,Africa,2002,58.041000000000004,1457766,660.5855997,GMB,270
Gambia,Africa,2007,59.448,1688359,752.7497265,GMB,270
Germany,Europe,1952,67.5,69145952,7144.114393000001,DEU,276
Germany,Europe,1957,69.1,71019069,10187.82665,DEU,276
Germany,Europe,1962,70.3,73739117,12902.46291,DEU,276
Germany,Europe,1967,70.8,76368453,14745.62561,DEU,276
Germany,Europe,1972,71.0,78717088,18016.180269999997,DEU,276
Germany,Europe,1977,72.5,78160773,20512.92123,DEU,276
Germany,Europe,1982,73.8,78335266,22031.532740000002,DEU,276
Germany,Europe,1987,74.847,77718298,24639.18566,DEU,276
Germany,Europe,1992,76.07,80597764,26505.30317,DEU,276
Germany,Europe,1997,77.34,82011073,27788.88416,DEU,276
Germany,Europe,2002,78.67,82350671,30035.80198,DEU,276
Germany,Europe,2007,79.406,82400996,32170.37442,DEU,276
Ghana,Africa,1952,43.148999999999994,5581001,911.2989371,GHA,288
Ghana,Africa,1957,44.778999999999996,6391288,1043.5615369999998,GHA,288
Ghana,Africa,1962,46.452,7355248,1190.0411179999999,GHA,288
Ghana,Africa,1967,48.071999999999996,8490213,1125.69716,GHA,288
Ghana,Africa,1972,49.875,9354120,1178.223708,GHA,288
Ghana,Africa,1977,51.756,10538093,993.2239571,GHA,288
Ghana,Africa,1982,53.744,11400338,876.032569,GHA,288
Ghana,Africa,1987,55.729,14168101,847.0061135,GHA,288
Ghana,Africa,1992,57.501000000000005,16278738,925.0601539999999,GHA,288
Ghana,Africa,1997,58.556000000000004,18418288,1005.2458119999999,GHA,288
Ghana,Africa,2002,58.453,20550751,1111.9845779999998,GHA,288
Ghana,Africa,2007,60.022,22873338,1327.60891,GHA,288
Greece,Europe,1952,65.86,7733250,3530.690067,GRC,300
Greece,Europe,1957,67.86,8096218,4916.299889,GRC,300
Greece,Europe,1962,69.51,8448233,6017.190732999999,GRC,300
Greece,Europe,1967,71.0,8716441,8513.097016,GRC,300
Greece,Europe,1972,72.34,8888628,12724.82957,GRC,300
Greece,Europe,1977,73.68,9308479,14195.524280000001,GRC,300
Greece,Europe,1982,75.24,9786480,15268.420890000001,GRC,300
Greece,Europe,1987,76.67,9974490,16120.528390000001,GRC,300
Greece,Europe,1992,77.03,10325429,17541.49634,GRC,300
Greece,Europe,1997,77.869,10502372,18747.69814,GRC,300
Greece,Europe,2002,78.256,10603863,22514.2548,GRC,300
Greece,Europe,2007,79.483,10706290,27538.41188,GRC,300
Guatemala,Americas,1952,42.023,3146381,2428.2377690000003,GTM,320
Guatemala,Americas,1957,44.141999999999996,3640876,2617.155967,GTM,320
Guatemala,Americas,1962,46.95399999999999,4208858,2750.364446,GTM,320
Guatemala,Americas,1967,50.016000000000005,4690773,3242.5311469999997,GTM,320
Guatemala,Americas,1972,53.738,5149581,4031.4082710000002,GTM,320
Guatemala,Americas,1977,56.028999999999996,5703430,4879.992748,GTM,320
Guatemala,Americas,1982,58.137,6395630,4820.49479,GTM,320
Guatemala,Americas,1987,60.782,7326406,4246.485974,GTM,320
Guatemala,Americas,1992,63.373000000000005,8486949,4439.4508399999995,GTM,320
Guatemala,Americas,1997,66.322,9803875,4684.313807,GTM,320
Guatemala,Americas,2002,68.97800000000001,11178650,4858.347495,GTM,320
Guatemala,Americas,2007,70.259,12572928,5186.050003,GTM,320
Guinea,Africa,1952,33.609,2664249,510.19649230000005,GIN,324
Guinea,Africa,1957,34.558,2876726,576.2670245,GIN,324
Guinea,Africa,1962,35.753,3140003,686.3736739,GIN,324
Guinea,Africa,1967,37.196999999999996,3451418,708.7595409,GIN,324
Guinea,Africa,1972,38.842,3811387,741.6662307,GIN,324
Guinea,Africa,1977,40.762,4227026,874.6858642999999,GIN,324
Guinea,Africa,1982,42.891000000000005,4710497,857.2503577,GIN,324
Guinea,Africa,1987,45.552,5650262,805.5724717999999,GIN,324
Guinea,Africa,1992,48.576,6990574,794.3484384,GIN,324
Guinea,Africa,1997,51.455,8048834,869.4497667999999,GIN,324
Guinea,Africa,2002,53.676,8807818,945.5835837000001,GIN,324
Guinea,Africa,2007,56.007,9947814,942.6542111,GIN,324
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,GNB,624
Guinea-Bissau,Africa,1957,33.489000000000004,601095,431.7904566000001,GNB,624
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,GNB,624
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402000001,GNB,624
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876000001,GNB,624
Guinea-Bissau,Africa,1977,37.465,745228,764.7259627999999,GNB,624
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,GNB,624
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,GNB,624
Guinea-Bissau,Africa,1992,43.266000000000005,1050938,745.5398706,GNB,624
Guinea-Bissau,Africa,1997,44.873000000000005,1193708,796.6644681,GNB,624
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,GNB,624
Guinea-Bissau,Africa,2007,46.388000000000005,1472041,579.2317429999999,GNB,624
Haiti,Americas,1952,37.579,3201488,1840.366939,HTI,332
Haiti,Americas,1957,40.696,3507701,1726.887882,HTI,332
Haiti,Americas,1962,43.59,3880130,1796.589032,HTI,332
Haiti,Americas,1967,46.243,4318137,1452.057666,HTI,332
Haiti,Americas,1972,48.042,4698301,1654.456946,HTI,332
Haiti,Americas,1977,49.923,4908554,1874.2989309999998,HTI,332
Haiti,Americas,1982,51.461000000000006,5198399,2011.1595489999997,HTI,332
Haiti,Americas,1987,53.636,5756203,1823.015995,HTI,332
Haiti,Americas,1992,55.089,6326682,1456.309517,HTI,332
Haiti,Americas,1997,56.67100000000001,6913545,1341.7269310000001,HTI,332
Haiti,Americas,2002,58.137,7607651,1270.364932,HTI,332
Haiti,Americas,2007,60.916000000000004,8502814,1201.637154,HTI,332
Honduras,Americas,1952,41.912,1517453,2194.926204,HND,340
Honduras,Americas,1957,44.665,1770390,2220.487682,HND,340
Honduras,Americas,1962,48.041000000000004,2090162,2291.1568350000002,HND,340
Honduras,Americas,1967,50.924,2500689,2538.269358,HND,340
Honduras,Americas,1972,53.88399999999999,2965146,2529.842345,HND,340
Honduras,Americas,1977,57.402,3055235,3203.208066,HND,340
Honduras,Americas,1982,60.909,3669448,3121.7607940000003,HND,340
Honduras,Americas,1987,64.492,4372203,3023.0966989999997,HND,340
Honduras,Americas,1992,66.399,5077347,3081.694603,HND,340
Honduras,Americas,1997,67.65899999999999,5867957,3160.454906,HND,340
Honduras,Americas,2002,68.565,6677328,3099.72866,HND,340
Honduras,Americas,2007,70.19800000000001,7483763,3548.3308460000003,HND,340
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,HKG,344
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,HKG,344
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648271999999,HKG,344
"Hong Kong, China",Asia,1967,70.0,3722800,6197.962814,HKG,344
"Hong Kong, China",Asia,1972,72.0,4115700,8315.928145,HKG,344
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,HKG,344
"Hong Kong, China",Asia,1982,75.45,5264500,14560.530509999999,HKG,344
"Hong Kong, China",Asia,1987,76.2,5584510,20038.472690000002,HKG,344
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,HKG,344
"Hong Kong, China",Asia,1997,80.0,6495918,28377.632189999997,HKG,344
"Hong Kong, China",Asia,2002,81.495,6762476,30209.015160000003,HKG,344
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,HKG,344
Hungary,Europe,1952,64.03,9504000,5263.6738159999995,HUN,348
Hungary,Europe,1957,66.41,9839000,6040.180011,HUN,348
Hungary,Europe,1962,67.96,10063000,7550.359877,HUN,348
Hungary,Europe,1967,69.5,10223422,9326.64467,HUN,348
Hungary,Europe,1972,69.76,10394091,10168.65611,HUN,348
Hungary,Europe,1977,69.95,10637171,11674.837370000001,HUN,348
Hungary,Europe,1982,69.39,10705535,12545.99066,HUN,348
Hungary,Europe,1987,69.58,10612740,12986.47998,HUN,348
Hungary,Europe,1992,69.17,10348684,10535.62855,HUN,348
Hungary,Europe,1997,71.04,10244684,11712.7768,HUN,348
Hungary,Europe,2002,72.59,10083313,14843.93556,HUN,348
Hungary,Europe,2007,73.33800000000001,9956108,18008.94444,HUN,348
Iceland,Europe,1952,72.49,147962,7267.688428,ISL,352
Iceland,Europe,1957,73.47,165110,9244.001412,ISL,352
Iceland,Europe,1962,73.68,182053,10350.15906,ISL,352
Iceland,Europe,1967,73.73,198676,13319.89568,ISL,352
Iceland,Europe,1972,74.46,209275,15798.063619999999,ISL,352
Iceland,Europe,1977,76.11,221823,19654.96247,ISL,352
Iceland,Europe,1982,76.99,233997,23269.6075,ISL,352
Iceland,Europe,1987,77.23,244676,26923.206280000002,ISL,352
Iceland,Europe,1992,78.77,259012,25144.39201,ISL,352
Iceland,Europe,1997,78.95,271192,28061.099660000003,ISL,352
Iceland,Europe,2002,80.5,288030,31163.201960000002,ISL,352
Iceland,Europe,2007,81.757,301931,36180.789189999996,ISL,352
India,Asia,1952,37.373000000000005,372000000,546.5657493,IND,356
India,Asia,1957,40.249,409000000,590.061996,IND,356
India,Asia,1962,43.605,454000000,658.3471509,IND,356
India,Asia,1967,47.193000000000005,506000000,700.7706107000001,IND,356
India,Asia,1972,50.651,567000000,724.032527,IND,356
India,Asia,1977,54.208,634000000,813.3373230000001,IND,356
India,Asia,1982,56.596000000000004,708000000,855.7235377000001,IND,356
India,Asia,1987,58.553000000000004,788000000,976.5126756000001,IND,356
India,Asia,1992,60.223,872000000,1164.406809,IND,356
India,Asia,1997,61.765,959000000,1458.817442,IND,356
India,Asia,2002,62.879,1034172547,1746.769454,IND,356
India,Asia,2007,64.69800000000001,1110396331,2452.210407,IND,356
Indonesia,Asia,1952,37.468,82052000,749.6816546,IDN,360
Indonesia,Asia,1957,39.918,90124000,858.9002707000001,IDN,360
Indonesia,Asia,1962,42.518,99028000,849.2897700999999,IDN,360
Indonesia,Asia,1967,45.964,109343000,762.4317721,IDN,360
Indonesia,Asia,1972,49.203,121282000,1111.107907,IDN,360
Indonesia,Asia,1977,52.702,136725000,1382.702056,IDN,360
Indonesia,Asia,1982,56.159,153343000,1516.872988,IDN,360
Indonesia,Asia,1987,60.137,169276000,1748.356961,IDN,360
Indonesia,Asia,1992,62.681000000000004,184816000,2383.140898,IDN,360
Indonesia,Asia,1997,66.041,199278000,3119.335603,IDN,360
Indonesia,Asia,2002,68.58800000000001,211060000,2873.91287,IDN,360
Indonesia,Asia,2007,70.65,223547000,3540.6515640000002,IDN,360
Iran,Asia,1952,44.869,17272000,3035.326002,IRN,364
Iran,Asia,1957,47.181000000000004,19792000,3290.257643,IRN,364
Iran,Asia,1962,49.325,22874000,4187.329802,IRN,364
Iran,Asia,1967,52.468999999999994,26538000,5906.731804999999,IRN,364
Iran,Asia,1972,55.233999999999995,30614000,9613.818607,IRN,364
Iran,Asia,1977,57.702,35480679,11888.59508,IRN,364
Iran,Asia,1982,59.62,43072751,7608.334602,IRN,364
Iran,Asia,1987,63.04,51889696,6642.881371,IRN,364
Iran,Asia,1992,65.742,60397973,7235.653187999999,IRN,364
Iran,Asia,1997,68.042,63327987,8263.590301,IRN,364
Iran,Asia,2002,69.45100000000001,66907826,9240.761975,IRN,364
Iran,Asia,2007,70.964,69453570,11605.71449,IRN,364
Iraq,Asia,1952,45.32,5441766,4129.766056,IRQ,368
Iraq,Asia,1957,48.437,6248643,6229.333562,IRQ,368
Iraq,Asia,1962,51.457,7240260,8341.737815,IRQ,368
Iraq,Asia,1967,54.458999999999996,8519282,8931.459811,IRQ,368
Iraq,Asia,1972,56.95,10061506,9576.037596,IRQ,368
Iraq,Asia,1977,60.413000000000004,11882916,14688.235069999999,IRQ,368
Iraq,Asia,1982,62.038000000000004,14173318,14517.90711,IRQ,368
Iraq,Asia,1987,65.044,16543189,11643.57268,IRQ,368
Iraq,Asia,1992,59.461000000000006,17861905,3745.6406869999996,IRQ,368
Iraq,Asia,1997,58.81100000000001,20775703,3076.239795,IRQ,368
Iraq,Asia,2002,57.04600000000001,24001816,4390.717312,IRQ,368
Iraq,Asia,2007,59.545,27499638,4471.061906,IRQ,368
Ireland,Europe,1952,66.91,2952156,5210.280328,IRL,372
Ireland,Europe,1957,68.9,2878220,5599.077872,IRL,372
Ireland,Europe,1962,70.29,2830000,6631.597314,IRL,372
Ireland,Europe,1967,71.08,2900100,7655.568963,IRL,372
Ireland,Europe,1972,71.28,3024400,9530.772895999999,IRL,372
Ireland,Europe,1977,72.03,3271900,11150.98113,IRL,372
Ireland,Europe,1982,73.1,3480000,12618.321409999999,IRL,372
Ireland,Europe,1987,74.36,3539900,13872.86652,IRL,372
Ireland,Europe,1992,75.467,3557761,17558.81555,IRL,372
Ireland,Europe,1997,76.122,3667233,24521.94713,IRL,372
Ireland,Europe,2002,77.783,3879155,34077.04939,IRL,372
Ireland,Europe,2007,78.885,4109086,40675.99635,IRL,372
Israel,Asia,1952,65.39,1620914,4086.522128,ISR,376
Israel,Asia,1957,67.84,1944401,5385.278451,ISR,376
Israel,Asia,1962,69.39,2310904,7105.630706,ISR,376
Israel,Asia,1967,70.75,2693585,8393.741404,ISR,376
Israel,Asia,1972,71.63,3095893,12786.93223,ISR,376
Israel,Asia,1977,73.06,3495918,13306.619209999999,ISR,376
Israel,Asia,1982,74.45,3858421,15367.0292,ISR,376
Israel,Asia,1987,75.6,4203148,17122.47986,ISR,376
Israel,Asia,1992,76.93,4936550,18051.52254,ISR,376
Israel,Asia,1997,78.26899999999999,5531387,20896.60924,ISR,376
Israel,Asia,2002,79.696,6029529,21905.59514,ISR,376
Israel,Asia,2007,80.745,6426679,25523.2771,ISR,376
Italy,Europe,1952,65.94,47666000,4931.404154999999,ITA,380
Italy,Europe,1957,67.81,49182000,6248.656232,ITA,380
Italy,Europe,1962,69.24,50843200,8243.58234,ITA,380
Italy,Europe,1967,71.06,52667100,10022.40131,ITA,380
Italy,Europe,1972,72.19,54365564,12269.27378,ITA,380
Italy,Europe,1977,73.48,56059245,14255.98475,ITA,380
Italy,Europe,1982,74.98,56535636,16537.4835,ITA,380
Italy,Europe,1987,76.42,56729703,19207.234819999998,ITA,380
Italy,Europe,1992,77.44,56840847,22013.64486,ITA,380
Italy,Europe,1997,78.82,57479469,24675.02446,ITA,380
Italy,Europe,2002,80.24,57926999,27968.098169999997,ITA,380
Italy,Europe,2007,80.546,58147733,28569.7197,ITA,380
Jamaica,Americas,1952,58.53,1426095,2898.5308809999997,JAM,388
Jamaica,Americas,1957,62.61,1535090,4756.525781,JAM,388
Jamaica,Americas,1962,65.61,1665128,5246.107524,JAM,388
Jamaica,Americas,1967,67.51,1861096,6124.703450999999,JAM,388
Jamaica,Americas,1972,69.0,1997616,7433.889293000001,JAM,388
Jamaica,Americas,1977,70.11,2156814,6650.195573,JAM,388
Jamaica,Americas,1982,71.21,2298309,6068.05135,JAM,388
Jamaica,Americas,1987,71.77,2326606,6351.237495,JAM,388
Jamaica,Americas,1992,71.766,2378618,7404.923685,JAM,388
Jamaica,Americas,1997,72.262,2531311,7121.924704000001,JAM,388
Jamaica,Americas,2002,72.047,2664659,6994.774861,JAM,388
Jamaica,Americas,2007,72.567,2780132,7320.880262000001,JAM,388
Japan,Asia,1952,63.03,86459025,3216.956347,JPN,392
Japan,Asia,1957,65.5,91563009,4317.694365,JPN,392
Japan,Asia,1962,68.73,95831757,6576.649461,JPN,392
Japan,Asia,1967,71.43,100825279,9847.788606999999,JPN,392
Japan,Asia,1972,73.42,107188273,14778.78636,JPN,392
Japan,Asia,1977,75.38,113872473,16610.37701,JPN,392
Japan,Asia,1982,77.11,118454974,19384.10571,JPN,392
Japan,Asia,1987,78.67,122091325,22375.941890000002,JPN,392
Japan,Asia,1992,79.36,124329269,26824.895109999998,JPN,392
Japan,Asia,1997,80.69,125956499,28816.58499,JPN,392
Japan,Asia,2002,82.0,127065841,28604.5919,JPN,392
Japan,Asia,2007,82.603,127467972,31656.06806,JPN,392
Jordan,Asia,1952,43.158,607914,1546.907807,JOR,400
Jordan,Asia,1957,45.669,746559,1886.080591,JOR,400
Jordan,Asia,1962,48.126000000000005,933559,2348.009158,JOR,400
Jordan,Asia,1967,51.629,1255058,2741.796252,JOR,400
Jordan,Asia,1972,56.528,1613551,2110.856309,JOR,400
Jordan,Asia,1977,61.13399999999999,1937652,2852.351568,JOR,400
Jordan,Asia,1982,63.739,2347031,4161.415959,JOR,400
Jordan,Asia,1987,65.869,2820042,4448.679912,JOR,400
Jordan,Asia,1992,68.015,3867409,3431.5936469999997,JOR,400
Jordan,Asia,1997,69.77199999999999,4526235,3645.379572,JOR,400
Jordan,Asia,2002,71.263,5307470,3844.9171939999997,JOR,400
Jordan,Asia,2007,72.535,6053193,4519.461171,JOR,400
Kenya,Africa,1952,42.27,6464046,853.5409189999999,KEN,404
Kenya,Africa,1957,44.68600000000001,7454779,944.4383152,KEN,404
Kenya,Africa,1962,47.949,8678557,896.9663732,KEN,404
Kenya,Africa,1967,50.653999999999996,10191512,1056.736457,KEN,404
